,omid,openalex_id,type
16033,meta:br/06180588869,W4254304816 W148038336,journal article
5541,meta:br/061101944155,W4254312327 W2016265514,book
12156,meta:br/061402214081,W4254322826 W4236298046,book
2158,meta:br/0623045778,W4254329615 W4235700433 W4234821472,book
8255,meta:br/06702364434,W4254337302 W4233839081,book
13103,meta:br/061502126890,W4254342672 W4249909048,book
15711,meta:br/061802070362,W4254345409 W4236082245,book
3277,meta:br/062501925657,W4254348523 W4232751148,book
17247,meta:br/06202514533,W4254356552 W4252623870,book
3361,meta:br/062502610161,W4254363455 W4207065451,book
14762,meta:br/0617045771,W4254364299 W4256251333 W4239827696,book
721,meta:br/0621044360,W4254376887 W4241533110,book
13109,meta:br/061502126981,W4254378827 W4255974613,book
15676,meta:br/06102326299,W4254400496 W4233878521,book
17830,meta:br/062049845,W4254405740 W4213228500,book
17786,meta:br/062049917,W4254412244 W2490009036,book
16856,meta:br/06201375964,W4254414186 W2019670653,journal article
5889,meta:br/06402341197,W4254414619 W4246633130,book
8257,meta:br/06702364439,W4254415561 W4239517782 W4233601003,book
972,meta:br/062201935650,W4254415803 W4245277309,book
16629,meta:br/0619045360,W4254421608 W4231874733 W4249701790,book
14698,meta:br/0617045845,W4254422341 W4237817514 W4237946907,book
4190,meta:br/0626050157,W4254428675 W4244545321 W4237475333,book
2755,meta:br/0624050802,W4254430843 W4247432386,book
15576,meta:br/061801713735,W4254438685 W4302086379,book
14699,meta:br/0617045842,W4254453988 W4245824013 W4256731218,book
5890,meta:br/06402341193,W4254460131 W2475787781,book
14485,meta:br/061702693991,W4254461960 W2138761517,book
16630,meta:br/0619045363,W4254466194 W4239777114 W4248647872,book
8861,meta:br/06801610456,W4254466965 W4205356170,book
5756,meta:br/06401740578,W4254468010 W2494284400,book
14770,meta:br/0617045817,W4254471285 W4251964300 W4238980445,book
1968,meta:br/062302621056,W4254473265 W2484593668,book
16850,meta:br/06201231830,W4254479155 W2148379030,journal article
7300,meta:br/06602283579,W4254482990 W4239635810,book
2278,meta:br/062401086126,W4254486693 W2141231796,journal article
16584,meta:br/0619043937,W4254487759 W2766931682,book
11502,meta:br/061302233946,W4254498946 W4249067269,book
6955,meta:br/065045653,W4254504944 W4234728680,book
12131,meta:br/061402214107,W4254521003 W4214713074 W4242351829 W4236476545,book
12801,meta:br/061501602180,W4254524419 W4213447245,book
5339,meta:br/061101842160,W4254525729 W4238459609,book
15019,meta:br/0617052279,W4254528381 W2476682997,book
6726,meta:br/06502531472,W4254528792 W4255940583,book
2427,meta:br/062401812926,W4254534726 W4231259313,book
11610,meta:br/061302767113,W4254537871 W1824608296,journal article
13835,meta:br/061602134794,W4254552670 W4239515104,book
16438,meta:br/061902128779,W4254556168 W4254218829,journal
12661,meta:br/0614041587,W4254556949 W4256015616,book
5747,meta:br/06401740561,W4254558936 W4212819248,book
3198,meta:br/061101007513,W4254560555 W2281116709,journal article
8857,meta:br/06801610153,W4254563347 W4293146177,book
5963,meta:br/061102155982,W4254577934 W4245202847,book
8835,meta:br/06801610375,W4254594912 W4205281052,book
6870,meta:br/065041611,W4254618643 W4242330663,book
5670,meta:br/06401529421,W4254619485 W2101076218,journal article
14777,meta:br/0617045875,W4254622346 W4243856639 W631128470,book
7440,meta:br/06602470260,W4254623170 W4246625303,book
5455,meta:br/063047509,W4254634887 W4246467977 W4247983573,book
10294,meta:br/06110920982,W4254640632 W2016942261,journal article
937,meta:br/062201925947,W4254640762 W4250553959,book
2178,meta:br/06230526535,W4254649107 W2041591083,journal article
9831,meta:br/06901589895,W4254650720 W4256447377,book
16439,meta:br/061902129964,W4254652601 W4244313894,book
14751,meta:br/0617045838,W4254660193 W4206419015 W4239287265,book
5134,meta:br/06302894487,W4254665082 W3212794685,web content
13156,meta:br/061502150436,W4254668267 W4255677908,book
10732,meta:br/061202032791,W4254678632 W4231995025,book
8492,meta:br/067044393,W4254686771 W4240544194 W4245984089,book
6683,meta:br/06502319010,W4254688660 W4205953499,book
6639,meta:br/06110249650,W4254697056 W2003127175,journal article
12929,meta:br/061501834728,W4254704832 W583570209,book
16703,meta:br/0619045259,W4254708935 W4251120659 W4234899590,book
16010,meta:br/06102490773,W4254709531 W4246516129,book
6852,meta:br/065040909,W4254714596 W3048293594,book
15624,meta:br/061801894328,W4254726611 W4231671598,book
10453,meta:br/0690890659,W4254727809 W2018214901,journal article
10417,meta:br/069052057,W4254729921 W4252966549 W4243244002,book
14405,meta:br/061702081868,W4254731317 W4235317506,book
1847,meta:br/062301990046,W4254733733 W4237432892 W4235470415,book
13171,meta:br/061502150641,W4254739102 W4254361251,book
3549,meta:br/06250820345,W4254741941 W2105332101,journal article
4249,meta:br/0626071483,W4254743070 W2479777650,book
17581,meta:br/062036945,W4254754166 W2503231521,book
15021,meta:br/0617052248,W4254755172 W2482527291,book
17516,meta:br/06203809278,W4254755803 W1490703226,book chapter
9417,meta:br/06802379948,W4254756041 W4247379028 W4235921697,book
17116,meta:br/06202227295,W4254758157 W4235330487,book
14703,meta:br/0617045736,W4254759475 W4242920660 W4230288230,book
9259,meta:br/06802209062,W4254766597 W4231295811,book
4943,meta:br/06302419436,W4254767161 W2018391645,journal article
15749,meta:br/061802242544,W4254769327 W4245718566,book
1198,meta:br/06103650081,W4254772165 W1915886858,reference entry
13437,meta:br/061601115968,W4254776031 W2074523375,journal article
2050,meta:br/061047151,W4254777653 W4233038223,book
11273,meta:br/061301927301,W4254782605 W4232044437,book
8365,meta:br/06703430596,W4254789679 W1980302329,journal article
11847,meta:br/061401200237,W4254796052 W2171365455,journal article
16695,meta:br/0619045358,W4254800398 W4252571658 W4243058746,book
3964,meta:br/062602230023,W4254808760 W4231152069,book
17638,meta:br/062037165,W4254816148 W2499110028,book
1050,meta:br/062202147898,W4254816533 W4229799131,book
6151,meta:br/061102248218,W4254819176 W4230175290,book
11192,meta:br/061301715692,W4254824883 W2504687859,book
1406,meta:br/0622049477,W4254826134 W4243682943,book
12695,meta:br/0614053207,W4254827157 W4206985996,journal
17854,meta:br/0620643308,W4254831016 W2140301925,journal article
13087,meta:br/061502084345,W4254836361 W4236695477,book
5967,meta:br/061102155981,W4254840646 W1564088094,book
10046,meta:br/06901856286,W4254843013 W2490147643,book
9735,meta:br/068046391,W4254858789 W4244502887 W4205134783,book
10357,meta:br/069050595,W4254866271 W4252835865 W4236537004,book
3260,meta:br/062501828679,W4254870850 W4239412860 W4249247642,book
2410,meta:br/062401772553,W4254871839 W2057072805,journal article
21,meta:br/060101,W4254878166 W4234565634,reference book
11969,meta:br/061401824837,W4254880681 W4235451986,book
13388,meta:br/0615051758,W4254883472 W4232029637,book
2287,meta:br/062401086038,W4254887267 W2144991020,journal article
10365,meta:br/069050624,W4254889220 W4254617596 W4229616223,book
14414,meta:br/061702083187,W4254904903 W4247391815,book
14857,meta:br/0617046212,W4254918754 W4236496900 W4234308970,book
3257,meta:br/062501828643,W4254919619 W4233619912,book
8239,meta:br/06702354482,W4254922745 W4237256674,book
701,meta:br/0621043289,W4254924633 W4256417139,book
11477,meta:br/061302233976,W4254927318 W4235660733,book
14680,meta:br/0617044357,W4254931992 W4246224342,book
12781,meta:br/061501305480,W4254938758 W4302790258,journal article
2182,meta:br/06230555799,W4254941876 W2113795099,journal article
8521,meta:br/067044345,W4254950661 W4244836237 W4243268305,book
14889,meta:br/0617046422,W4254951864 W4234245056 W4254658717,book
1973,meta:br/062302621063,W4254953252 W4212983357,book
13134,meta:br/061502127367,W4254962106 W4237862588,book
14412,meta:br/061702083169,W4254965794 W4233214324,book
3275,meta:br/062501925664,W4254967338 W4250224999,book
6376,meta:br/064047787,W4254970505 W4254158296,book
8474,meta:br/067043705,W4254970962 W4240703159,book
13181,meta:br/061502150645,W4254975763 W4248257532,book
11844,meta:br/061401200394,W4254975889 W2081807056,journal article
5961,meta:br/061102155991,W4254986459 W4238334142,book
2466,meta:br/062401964919,W4254989871 W4253718477,book
6363,meta:br/064046815,W4254991676 W4232745139,book
14851,meta:br/0617046419,W4255004770 W4236033555 W4230450729,book
9587,meta:br/0611046586,W4255022974 W4248361336,book
7517,meta:br/06602554189,W4255026831 W4241895953,book
6364,meta:br/064046904,W4255034933 W4251155054 W4240143305,book
2757,meta:br/0624050728,W4255037404 W4253306677,book
6217,meta:br/064045480,W4255039437 W2482044263,book
1516,meta:br/0622049599,W4255040940 W2483382496,book
16256,meta:br/0610252268,W4255042167 W2019354572,journal article
7920,meta:br/0660945489,W4255052169 W2095576899,journal article
7279,meta:br/06602274123,W4255056126 W4240696645,book
6900,meta:br/065041008,W4255063644 W4243958719,book
13138,meta:br/061502127397,W4255064287 W4249266980,book
10054,meta:br/06901856355,W4255070541 W4244012810,book
17241,meta:br/06202514529,W4255073646 W4229958336,book
14891,meta:br/0617046421,W4255078183 W4255981889 W4236771844,book
13044,meta:br/06101389666,W4255095249 W2148214607,journal article
6204,meta:br/064044940,W4255097893 W4235533919,book
16179,meta:br/06102541346,W4255107624 W4229497289,book
2654,meta:br/062403059071,W4255108052 W2409346858,book chapter
11870,meta:br/061401333954,W4255108425 W4302344196,book
7861,meta:br/066046572,W4255109166 W2920030681,book
3805,meta:br/062602065235,W4255112702 W4254050684,book
3382,meta:br/062502610204,W4255113461 W4213432944,book
5750,meta:br/06401740582,W4255115073 W2497662941,book
10639,meta:br/061201940425,W4255119285 W4236210744,book
16705,meta:br/0619045260,W4255128583 W4231958672 W4248018612,book
14922,meta:br/0617048717,W4255153270 W4230278025,book
9336,meta:br/06802308754,W4255153521 W4248647044,book
7464,meta:br/06602527840,W4255154622 W4253855326,book
3912,meta:br/062602146899,W4255156771 W4255775990,book
9176,meta:br/06802208944,W4255166292 W4249942050 W4238297365,book
5040,meta:br/06302602228,W4255171148 W4237198428,book
264,meta:br/062101104001,W4255175609 W2121526469,journal article
6057,meta:br/061102216142,W4255182712 W4244123460,book
11524,meta:br/061302234309,W4255186027 W4245953619,book
14885,meta:br/0617046271,W4255200525 W1865760387 W4231168889,book
3363,meta:br/062502610186,W4255204793 W4207008360,book
13238,meta:br/061502389833,W4255206367 W4244194804,journal article
10316,meta:br/0690422600,W4255206858 W4255618138,journal
1826,meta:br/062301990057,W4255209150 W4212769168,book
2690,meta:br/0624039461,W4255211194 W2054473382 W4243979858,book
5876,meta:br/06402263641,W4255213714 W4298842082,book
13538,meta:br/061601537804,W4255215936 W4213450772,book
11574,meta:br/061302243378,W4255218909 W4234059305,book
8212,meta:br/06702327248,W4255221311 W4205662128,book
4195,meta:br/0626050228,W4255228749 W4243728795 W4213336642,book
10589,meta:br/061201927566,W4255231950 W4240174743,book
4921,meta:br/06302342737,W4255236652 W4253722760,book
5656,meta:br/061102006421,W4255245847 W2007829101,journal article
9372,meta:br/06802376661,W4255251356 W4255413990,book
6910,meta:br/065041600,W4255265215 W4254841084,book
10954,meta:br/0612059730,W4255266784 W4229978251,book
3942,meta:br/062602172311,W4255267051 W4236923805,book
9706,meta:br/0680478847,W4255271439 W1522954935,journal article
17777,meta:br/062049848,W4255277811 W2599160793,book
14505,meta:br/061703077739,W4255281982 W176796957,book chapter
11876,meta:br/06101015519,W4255282604 W2059978586,journal article
2223,meta:br/061054674,W4255294437 W629572797,book
9833,meta:br/06901589894,W4255305319 W4248569232,book
1528,meta:br/0622050592,W4255306429 W4249361540,book
2854,meta:br/062501100580,W4255310601 W2029156936,journal article
5742,meta:br/06401740506,W4255319472 W4246825042,book
5536,meta:br/061101944164,W4255321978 W1534555793,book
2525,meta:br/062402119085,W4255326639 W4302607783,journal article
14897,meta:br/0617046352,W4255328846 W1501181860 W4245858686,book
11588,meta:br/061302590474,W4255329757 W4230950048,book
12152,meta:br/061402214154,W4255336315 W4254026328,book
12939,meta:br/061501834708,W4255336754 W4238424636,book
11619,meta:br/061302777267,W4255342906 W2010983656,journal article
6811,meta:br/06503561234,W4255348476 W2041856800,journal article
15731,meta:br/061802183354,W4255349932 W4233990629,book
17176,meta:br/06202316823,W4255358530 W4232611327,book
13166,meta:br/061502150452,W4255367807 W4231784744,book
15044,meta:br/0617052245,W4255368845 W2476148783,book
14836,meta:br/0617046389,W4255370175 W4243744196 W602738564,book
6365,meta:br/064046822,W4255375385 W4232525531,book
9027,meta:br/068016395,W4255379018 W4245369994,journal
12665,meta:br/0614041589,W4255396658 W4243085783,book
5673,meta:br/061102044573,W4255396743 W2506124913,book
3980,meta:br/062602629848,W4255398554 W4213454173,book
8838,meta:br/06801610197,W4255428156 W4205779893,book
16130,meta:br/06102516845,W4255434267 W4241240075 W4243834231,book
11224,meta:br/061301836219,W4255436691 W4231903593,book
1331,meta:br/0622043057,W4255438131 W4235687361 W2945215693,book
16433,meta:br/061902089475,W4255449954 W4231165756,book
14522,meta:br/061703296234,W4255451474 W2001587565,journal article
10015,meta:br/06110772047,W4255458949 W1972685128,journal article
5986,meta:br/061102155881,W4255460974 W4244883409,book
6892,meta:br/065041005,W4255473565 W4245913429,book
13270,meta:br/061502600900,W4255473805 W4250744517,book
11278,meta:br/061301927322,W4255476446 W4246746841,book
9789,meta:br/0611062886,W4255476959 W1616074663,book
9524,meta:br/0611044838,W4255486644 W4252225750,book
14140,meta:br/0616047653,W4255491660 W235376282,book
8536,meta:br/067044252,W4255491772 W4241330545,book
3797,meta:br/062602017604,W4255492784 W4243578745,book
16693,meta:br/0619045845,W4255493130 W4237241129 W4206632560,book
774,meta:br/06210819071,W4255496187 W2094412909,journal article
12125,meta:br/061402214147,W4255501604 W2481240120,book
9279,meta:br/06802209017,W4255504121 W4235303110,book
8864,meta:br/06801610270,W4255505347 W4205389809,book
8233,meta:br/06702354474,W4255510353 W4254138000,book
14915,meta:br/0617048711,W4255511300 W4243802133,book
2224,meta:br/061054441,W4255511901 W4212886123 W4247338586 W4244731827 W4243021416 W4231904032 W4251933501 W4245180888 W4213200885 W4234090788 W4247575994 W4249879095 W4229525075 W4247947087 W4253209866 W4238992010 W424...,journal
11369,meta:br/061302143519,W4255519400 W4238540759,book
3941,meta:br/062602172310,W4255534407 W4251482200,book
16635,meta:br/0619045362,W4255542571 W4232593321 W4255096731,book
1512,meta:br/0622049583,W4255545173 W2494443884,book
8287,meta:br/06702505523,W4255564970 W4230204091,book
12784,meta:br/061501345089,W4255579152 W2166099525,journal article
13873,meta:br/061602150570,W4255580390 W4245415280,book
4739,meta:br/061101678090,W4255583193 W2163629545,journal article
5683,meta:br/061102049519,W4255592484 W4206599003,book
15999,meta:br/0618046214,W4255606045 W4234827082 W4243990400,book
2740,meta:br/06240579802,W4255606469 W2166978240,journal article
1539,meta:br/06220748564,W4255609769 W2124862621,journal article
709,meta:br/0621043295,W4255627481 W4242359507,book
4810,meta:br/06302315972,W4255629320 W4242189561,book
5983,meta:br/061102155825,W4255635157 W4239465702,book
6527,meta:br/06501185790,W4255643372 W2146898550,journal article
5337,meta:br/061101842164,W4255650292 W4246811556,book
7509,meta:br/06602554183,W4255650477 W4255178939,book
718,meta:br/0621044363,W4255653442 W4235365031,book
6348,meta:br/064046903,W4255661948 W4255680813,book
10184,meta:br/06902066685,W4255664954 W2038381165,journal article
1333,meta:br/0622043096,W4255667346 W4240946633,book
13146,meta:br/061502127390,W4255669270 W4249828456,book
7325,meta:br/06602313250,W4255674186 W4250740663,book
10414,meta:br/069051744,W4255677909 W4229831031,book
15979,meta:br/0618045493,W4255683650 W4234760598 W4242143619,book
3735,meta:br/062601858465,W4255691466 W4244596620,book
781,meta:br/06210945391,W4255693014 W2123333615,journal article
4952,meta:br/061101723535,W4255693615 W2482475587,book
4174,meta:br/0626050217,W4255705044 W4205816038 W4235208317,book
9503,meta:br/0611044533,W4255706124 W4205363783,journal
5607,meta:br/06401122323,W4255707077 W2027801444,journal article
14467,meta:br/061702398134,W4255708982 W4231904390,book
9743,meta:br/068046400,W4255716166 W4230524459 W4253099141,book
13545,meta:br/061601537799,W4255717352 W4207019547,book
10024,meta:br/06901856288,W4255720256 W4233755975,book
7216,meta:br/06602161705,W4255721207 W2005769004,journal article
3334,meta:br/062502197329,W4255722136 W4244573582 W3005597198,book
10973,meta:br/06120885035,W4255730286 W2119526069,journal article
9159,meta:br/06802193877,W4255735526 W4301142182,book
16454,meta:br/061902208740,W4255742987 W4213450708,book
5044,meta:br/06302602231,W4255745788 W4234228590,book
5035,meta:br/06302602391,W4255746967 W2479932450,book
6881,meta:br/065041556,W4255750366 W4254576555,book
12966,meta:br/061501834687,W4255753482 W4248803949,book
12215,meta:br/06101125533,W4255753902 W2013708870,journal article
2711,meta:br/0624047796,W4255764585 W4249888188,book
14388,meta:br/061701993335,W4255767801 W4239791185 W4254309029,book
10338,meta:br/069050555,W4255768226 W4240584455,book
7088,meta:br/0653049112,W4255769739 W2167755829,journal article
8570,meta:br/067045721,W4255772777 W4237215658,book
16648,meta:br/0619045218,W4255773236 W4244242051 W4255312247,book
2225,meta:br/061055072,W4255773414 W2263108316,book
16489,meta:br/061902580030,W4255774408 W1970874255,journal article
704,meta:br/0621043298,W4255777452 W4255586993,book
14924,meta:br/0617049950,W4255777880 W4240533067,book
13848,meta:br/061602142847,W4255785152 W4247697855,book
6768,meta:br/06502791775,W4255786738 W4237448014,book
7134,meta:br/06601358697,W4255790452 W2006254660,journal article
11540,meta:br/061302234335,W4255800389 W2789860855,book
17637,meta:br/062037167,W4255801920 W2481856499,book
5873,meta:br/06402263640,W4255815762 W4302414097 W4254305714,book
5483,meta:br/0630594512,W4255818910 W4300519501,journal article
5149,meta:br/06303102527,W4255821724 W4251379313,book
6706,meta:br/06502430706,W4255823349 W2157346890,journal article
988,meta:br/062201962736,W4255823855 W2555785458,book
14821,meta:br/0617046398,W4255825054 W4240864535 W4206763334,book
12913,meta:br/061501834751,W4255837740 W4229704237,book
11883,meta:br/061401475764,W4255847075 W4242508684,book
2717,meta:br/0624047942,W4255847999 W4254812519,book
8548,meta:br/067044353,W4255852155 W4245470557 W4239769899,book
11438,meta:br/061302148683,W4255860369 W4230727359,book
9674,meta:br/0611054501,W4255862400 W4252126218,book
15451,meta:br/061801599902,W4255871395 W4206916574,book
490,meta:br/062101990631,W4255874324 W2487144534,book
6158,meta:br/061102248332,W4255876582 W2491441627,book
12509,meta:br/061402796634,W4255881460 W1969419977,journal article
7404,meta:br/06602383673,W4255884582 W4213314089,book
6873,meta:br/065041599,W4255886128 W4247805466,book
12072,meta:br/061402163501,W4255886846 W4235972017,book
6684,meta:br/06502319008,W4255888262 W4236057025,book
2218,meta:br/061052403,W4255892206 W4230903284,book
1204,meta:br/062202420386,W4255914702 W4213414788,book
8077,meta:br/06701456524,W4255916288 W4255684154,book
12673,meta:br/0614043444,W4255920099 W4251216523,journal
17507,meta:br/06103113020,W4255931773 W1999307079,journal article
13496,meta:br/061601537904,W4255939134 W4213417686,book
10140,meta:br/06901962630,W4255949453 W4234207425,book
6126,meta:br/061102248282,W4255953287 W4240983411,book
16690,meta:br/0619045215,W4255955462 W4246469101 W4255513600,book
4199,meta:br/0626050154,W4255961489 W4230278761 W4238678093,book
11478,meta:br/061302233983,W4255970222 W4250989376,book
3384,meta:br/062502610225,W4255970812 W4240421315,book
6942,meta:br/065044963,W4255981562 W4243217742,book
6408,meta:br/064047032,W4255985605 W4244129537,book
13946,meta:br/06160243977,W4255985911 W2062006169,journal article
1788,meta:br/062301882251,W4255995796 W4231867759,book
2712,meta:br/0624047793,W4255999500 W4251605884,book
2409,meta:br/062401768119,W4255999647 W2072286577,journal article
14365,meta:br/061701766403,W4256014037 W4302318429,book
11948,meta:br/061401814914,W4256020078 W4250048500,book
1998,meta:br/062302686567,W4256020904 W4210401666,journal
5796,meta:br/0640179168,W4256022679 W2179505740,journal article
581,meta:br/062102620694,W4256024286 W4247281215,book
16724,meta:br/0619045244,W4256027482 W4252030857 W4242748340,book
16160,meta:br/06102541349,W4256028627 W4245059581,book
4832,meta:br/06302319713,W4256029288 W4246441398,book
2661,meta:br/062403278061,W4256033411 W2073158024,journal article
2211,meta:br/0623059099,W4256038362 W4247817352,book
9676,meta:br/0611055014,W4256039821 W4236420561 W4253882790,book
376,meta:br/062101729318,W4256039835 W4239586569,book
11518,meta:br/061302234285,W4256040973 W4252344675,book
9033,meta:br/06802153516,W4256041526 W4213449474,book
13866,meta:br/061602150562,W4256046283 W4255688357,book
14919,meta:br/0617048691,W4256049540 W4247178294 W2946056953,book
5897,meta:br/06402383977,W4256067610 W4236351923 W4241099757,book
8232,meta:br/06702354385,W4256081189 W4249519931,book
9242,meta:br/06802209048,W4256096663 W4233717351,book
1504,meta:br/0622049566,W4256099435 W2498659286,book
11698,meta:br/0613042320,W4256104419 W4239940233,book
8811,meta:br/06801610432,W4256104697 W4205991651,book
730,meta:br/0621045386,W4256111308 W4253105555,journal
12675,meta:br/0614044171,W4256113051 W4241438572 W4247933423,book
7386,meta:br/06602370700,W4256115344 W4244326908 W4235474699,book
13686,meta:br/061601878098,W4256117488 W4206949151,book
9516,meta:br/0611044856,W4256119422 W2489171198,book
783,meta:br/06210988625,W4256120080 W2003841686,journal article
6891,meta:br/065041584,W4256123316 W4240314308,book
2153,meta:br/0623045770,W4256123411 W4232981918 W4247944307,book
16731,meta:br/0619045216,W4256128460 W4256094734 W4242872299,book
13112,meta:br/061502126977,W4256141845 W4251896472,book
533,meta:br/062102124344,W4256148682 W4246852724,book
16496,meta:br/061902645090,W4256151787 W4244035282,book
8249,meta:br/06702362961,W4256162719 W4244310794,book
4196,meta:br/0626050174,W4256166988 W4236779277 W2761096892,book
4185,meta:br/0626050122,W4256167636 W4238774761 W4210828943,book
9359,meta:br/06802368725,W4256171142 W4245335737,book
5308,meta:br/061101842163,W4256171794 W4205840151,book
5823,meta:br/06402145769,W4256172561 W4246948833,book
13747,meta:br/061602091684,W4256176911 W4255828767,book
11538,meta:br/061302234287,W4256180620 W4242055900 W4255552965,book
7394,meta:br/06602376291,W4256182203 W4253575509,book
938,meta:br/062201925948,W425618314 W4249753402,book
3339,meta:br/062502198698,W4256185758 W4213423727,book
11728,meta:br/06130766067,W4256188413 W2005682378,journal article
9339,meta:br/06802308747,W4256188503 W3034906520 W4235719335,book
6953,meta:br/065045174,W4256194656 W4245835440,book
11991,meta:br/061401925149,W4256195947 W4241209074,book
14826,meta:br/0617046266,W4256204280 W4231971616 W4248969070,book
14221,meta:br/06160720574,W4256205866 W1965599139,journal article
14904,meta:br/0617048880,W4256212751 W4256551177 W2945819243,book
1462,meta:br/0622049461,W4256216573 W4247931493,book
9283,meta:br/06802209019,W4256227980 W4230976979,book
3782,meta:br/062601968905,W4256230620 W4211041044,book
12079,meta:br/061402196351,W4256236661 W4245947043,book
8351,meta:br/06703007136,W4256253409 W4235733769,book
11131,meta:br/061301378009,W4256256978 W2138559236,journal article
2773,meta:br/0624050792,W4256259255 W4246316561,book
7281,meta:br/06602274119,W4256259324 W4253803797,book
14451,meta:br/061702176525,W4256267305 W4254041051,book
17758,meta:br/062049826,W4256268266 W6954684,book
4909,meta:br/06302319571,W4256280028 W4250080584,book
10667,meta:br/06120199417,W4256284500 W4300798677,journal article
6062,meta:br/061102216139,W4256292224 W4248778627,book
5041,meta:br/06302602250,W4256292465 W2792658251,book
5904,meta:br/06402435006,W4256296766 W2141827996,journal article
9808,meta:br/06901285741,W4256299010 W2767633309,journal article
3267,meta:br/062501921865,W4256300863 W2009171216,journal article
12756,meta:br/061501216207,W4256316917 W2038352459,journal article
10089,meta:br/06901952308,W4256327070 W4252717931,book
10674,meta:br/061201993220,W4256335283 W4213447762,book
17225,meta:br/06202375750,W4256348102 W1523549016,journal article
6963,meta:br/065045628,W4256358677 W4233649689,book
6030,meta:br/06402816377,W4256364097 W2493608280,book
9222,meta:br/06802208987,W4256369452 W4232753923,book
7875,meta:br/066048111,W4256376931 W4250182834,book
13784,meta:br/061602134744,W4256378699 W4240470293,book
10065,meta:br/06901868605,W4256378723 W4232673721,book
17244,meta:br/06202514528,W4256380699 W4253799617,book
6638,meta:br/06110249012,W4256390997 W1975293527,journal article
528,meta:br/062102124319,W4256393438 W4245868781,book
6404,meta:br/064047024,W4256406585 W4240713053,book
8604,meta:br/067049673,W4256407315 W4240790940,book
2440,meta:br/062401860872,W4256408871 W4243400860,book
879,meta:br/06220167769,W4256409604 W2159482845,journal article
9612,meta:br/06802949015,W4256425403 W1595028412,reference entry
4785,meta:br/06302281295,W4256426968 W2482413494,book
5193,meta:br/061101805980,W4256435605 W4247099793,book
10946,meta:br/0612052721,W4256440242 W4239242400,book
10192,meta:br/06902098559,W4256450987 W4241663169,book
14720,meta:br/0617045735,W4256453631 W2202906107 W4205261800,book
16540,meta:br/0619043924,W4256475561 W2495714542,book
13751,meta:br/061602091677,W4256484442 W4233805117,book
16125,meta:br/06102516840,W4256484891 W4256612444 W4248424463,book
62,meta:br/060109,W4256489157 W4210307238,standard
14752,meta:br/0617045833,W4256490814 W4231031850 W582268563,book
2780,meta:br/06240682405,W4256498027 W65653778,journal article
13173,meta:br/061502150437,W4256498956 W4254651457,book
10167,meta:br/06901963378,W4256502970 W4245096034,book
11827,meta:br/061401200316,W4256505593 W2122746290,journal article
11704,meta:br/0613050100,W4256507160 W4252309631,book
14888,meta:br/0617046390,W4256511028 W4231065703 W4206122747,book
16214,meta:br/061901114184,W4256514945 W2030101322,journal article
4537,meta:br/06301729105,W4256524478 W4254468546,book
5882,meta:br/06402292702,W4256537229 W4205673212,book
15004,meta:br/0617052253,W4256552281 W2475861735,book
13532,meta:br/061601537916,W4256553007 W4213431924,book
2727,meta:br/0624049967,W4256561385 W4239800989 W4238517915,book
10967,meta:br/06120796212,W4256564029 W4302382562,journal article
1436,meta:br/0622049546,W4256589284 W2502446251,book
5990,meta:br/061102155835,W4256602267 W4244881791,book
6970,meta:br/065045537,W4256602633 W4245073587,book
3247,meta:br/062501828649,W4256603637 W4253015878,book
11566,meta:br/061302236756,W4256605355 W2584242917,book
14472,meta:br/061702594531,W4256629059 W2143006431,journal article
14517,meta:br/061703194681,W4256629627 W1503736500,reference entry
7834,meta:br/066043018,W4256630416 W4251045099,book
960,meta:br/062201935658,W4256640801 W4231571289,book
1380,meta:br/0622049516,W4256641496 W2884401868,book
13358,meta:br/0615044060,W4256655203 W4247046417,book
16583,meta:br/0619043909,W4256656207 W2809696179,book
1253,meta:br/0622038320,W4256660758 W4206897414,book
16216,meta:br/061901114305,W4256674983 W2061917512,journal article
16726,meta:br/0619045796,W4256676255 W4230459883 W4240978276,book
8867,meta:br/06801610365,W4256682941 W4206014643,book
17672,meta:br/062043571,W4256692866 W4214760449 W1516403669,journal
3295,meta:br/062501981081,W4256695620 W4246777801 W4244434274,book
10844,meta:br/061202635438,W4256744543 W2489317784,book
16274,meta:br/061901689868,W42678661 W1604832050,journal article
17183,meta:br/06202342631,W426798801 W4214483872,book
17518,meta:br/06203852910,W4281622808 W4296027508,journal article
16523,meta:br/061903441802,W4281754686 W4297893349,journal article
2679,meta:br/062403428932,W4282932453 W4293775259,journal article
17506,meta:br/06203628687,W4283065958 W4288076210,proceedings article
14525,meta:br/061703442647,W4283325234 W4309039201,book chapter
5403,meta:br/063041639,W4285050448 W4285562724,book
12126,meta:br/061402214105,W4285053156 W4301483595,book
14731,meta:br/0617045686,W4285068052 W4298288102 W4301466247,book
1682,meta:br/062301362173,W4285068094 W4285618080 W3092121615,book
9754,meta:br/068049598,W4285068938 W2901122624,book
14433,meta:br/061702085444,W4285073657 W4246984052,journal
10377,meta:br/069050864,W4285074978 W1516585372,book
385,meta:br/062101860519,W4285345215 W3207180824,book
1315,meta:br/0622042832,W4285346880 W4243062586 W4233703045,journal
2042,meta:br/061041209,W4285368246 W4250070283,journal
7768,meta:br/06603004608,W4285370965 W4253456658,journal
7769,meta:br/06603005064,W4285376335 W2601561128,journal
5387,meta:br/063039540,W4285376487 W4210886539,book
